20.967, -67.649, -41.714, -67.649, -41.714, 0.09890109890109891, 0.0, 0.0, 0.09890109890109891
21.968, -67.731, -41.668, -67.64991311595116, -41.713487516002054, 0.10021126261558402, -1.565273786776805e-05, -1.565273786776805e-05, 0.100240705587199
22.168, -67.62, -41.821, -67.64980795157875, -41.7148932104889, 0.1180831736914324, -0.00020019919654483564, -0.00020019919654483564, 0.11842551638269302
22.368, -67.706, -41.698, -67.65101177213947, -41.71475867821828, 0.12935513587159178, -0.0023692867351709397, -0.0023692867351709397, 0.13335439180978817
22.568, -67.712, -41.746, -67.65162367648692, -41.71429086518176, 0.13625624572812295, -0.005546220441098662, -0.005546220441098662, 0.14556237146382353
22.768, -67.623, -41.779, -67.65094061185904, -41.71452631943409, 0.13872431161393226, -0.009477797817482248, -0.009477797817482248, 0.1545737246231141
22.969, -67.708, -41.735, -67.65157748467065, -41.7148541995538, 0.1404520501297106, -0.012881979884884147, -0.012881979884884147, 0.16193895580410325
23.169, -67.716, -41.764, -67.65390911434515, -41.717327684801134, 0.13978305125385537, -0.01620341259879072, -0.01620341259879072, 0.1667656217611744
23.369, -67.703, -41.711, -67.66778302915327, -41.71980705699128, 0.13970689569878633, -0.01864135872948482, -0.01864135872948482, 0.17071088928704733
23.569, -67.753, -41.746, -67.66136639492261, -41.71863458299357, 0.13787867241361512, -0.02090461887226177, -0.02090461887226177, 0.1725975636350197
23.769, -67.763, -41.712, -67.66180060154211, -41.716307406457965, 0.13540113931273817, -0.0227227381019023, -0.0227227381019023, 0.17309238646593939
23.97, -67.85, -41.629, -67.66346024004805, -41.71551725495052, 0.1342726889287905, -0.02374609734952663, -0.02374609734952663, 0.17363906764263695
24.17, -67.742, -41.818, -67.66435806912563, -41.716030750455246, 0.12974589848084186, -0.02402636563145098, -0.02402636563145098, 0.17242654690013814
24.37, -67.739, -41.67, -67.66490818775866, -41.71431066344735, 0.1472312558975813, -0.02313359744976923, -0.02313359744976923, 0.18833013015386527
24.57, -67.868, -41.657, -67.66390795267904, -41.70842186714996, 0.145900940461415, -0.023439499581406266, -0.023439499581406266, 0.18761366395253387
24.77, -67.706, -41.795, -67.65914795811412, -41.68940182670676, 0.14422970689115905, -0.024187308583286278, -0.024187308583286278, 0.18585317857133787
24.971, -67.728, -41.65, -67.61748360863604, -41.653264690774954, 0.14332015811631896, -0.02456693919073892, -0.02456693919073892, 0.1847303399021071
25.171, -67.734, -41.657, -67.56430154694498, -41.59977253972097, 0.1396068299051687, -0.025376658206532884, -0.025376658206532884, 0.1831522975894939
25.371, -67.543, -41.616, -67.47531898257479, -41.545907759191365, 0.14140414002609536, -0.027894136988436586, -0.027894136988436586, 0.18464568358413577
25.571, -67.52, -41.478, -67.39228143050555, -41.4720950731718, 0.14179246064068085, -0.03163455351957997, -0.03163455351957997, 0.18516125911348735
25.771, -67.406, -41.395, -67.25756200376354, -41.37736921567195, 0.14850179875984712, -0.040047142008747386, -0.040047142008747386, 0.19304179769249363
25.972, -67.219, -41.205, -67.1094478401895, -41.24990620170263, 0.14774890840492094, -0.04164689043907765, -0.04164689043907765, 0.19175583150970596
26.172, -66.999, -41.222, -66.92108296716842, -41.08586841101289, 0.13002372205539817, -0.03380587524984558, -0.03380587524984558, 0.20433384734327745
26.372, -66.775, -40.947, -66.67289414109099, -41.03145058642187, 0.1387428349309974, -0.03669911546323909, -0.03669911546323909, 0.189732318571216
26.572, -66.69, -40.698, -66.43628209829119, -40.86014145267824, 0.15183599961709932, -0.04523638792826436, -0.04523638792826436, 0.19226253519436703
26.772, -66.334, -40.681, -66.17763935008729, -40.68070455256785, 0.15948891703000728, -0.05193059119205409, -0.05193059119205409, 0.19471268343284706
26.973, -66.058, -40.342, -65.9106250932345, -40.48491032745193, 0.16506788042743029, -0.060388817307885735, -0.060388817307885735, 0.19243491267244647
27.173, -65.876, -40.122, -65.60541455349565, -40.25783051851343, 0.17298557203743367, -0.06943057741380486, -0.06943057741380486, 0.2038514127507045
27.373, -65.423, -40.015, -65.28144325411624, -40.03049059806966, 0.20044937268262902, -0.08011781507536084, -0.08011781507536084, 0.23261080496368663
27.573, -65.161, -39.615, -64.9643750304207, -39.797111377088164, 0.20448326103035797, -0.0910742867223263, -0.0910742867223263, 0.23913064187285993
27.773, -64.845, -39.41, -64.60678947505303, -39.52077268437417, 0.2159381394594315, -0.1040265117054414, -0.1040265117054414, 0.2518086337306508
27.974, -64.43, -39.104, -64.24310341571017, -39.246530686712745, 0.22407217932267992, -0.11868061020333967, -0.11868061020333967, 0.26477775610211524
28.174, -64.086, -38.818, -63.82561300101863, -38.94907118048568, 0.23651720103592802, -0.13483179214703458, -0.13483179214703458, 0.2822006898588233
28.374, -63.671, -38.53, -63.42348954827922, -38.648612512096555, 0.2551388079610643, -0.15491102341016114, -0.15491102341016114, 0.3089848235547858
28.574, -63.243, -38.192, -63.02501670643195, -38.340354002797824, 0.2552743745747023, -0.16385881977023353, -0.16385881977023353, 0.3127739782386338
28.774, -62.771, -37.966, -62.56983523463984, -37.99999292988865, 0.2674214801807702, -0.18161432554984833, -0.18161432554984833, 0.3321548916881991
28.975, -62.321, -37.484, -62.13680193203338, -37.65978037407616, 0.2766590425664806, -0.19698679320194673, -0.19698679320194673, 0.34921036532393107
29.175, -61.965, -37.152, -61.6624442184408, -37.289330901449006, 0.28470842161015586, -0.20969214284124843, -0.20969214284124843, 0.36636940620624653
29.375, -61.377, -36.899, -61.21616579503781, -36.89970948217811, 0.2831192018138086, -0.20926198967341916, -0.20926198967341916, 0.3748032752100131
29.575, -60.899, -36.425, -60.75097157806356, -36.488687904820374, 0.28628323017599705, -0.21919560890703238, -0.21919560890703238, 0.3959884898096669
29.775, -60.468, -36.051, -60.26982007968903, -36.114293291283566, 0.29084653368203994, -0.2306671991029159, -0.2306671991029159, 0.4004111862711155
29.976, -59.846, -35.748, -59.718028889154716, -35.70645817720104, 0.2942947539395948, -0.24261935543205554, -0.24261935543205554, 0.41574634984110187
30.176, -59.41, -35.233, -59.30066420230797, -35.18582059820413, 0.29815311034186176, -0.25290913684533933, -0.25290913684533933, 0.42574439169733563
30.376, -57.807, -34.265, -58.75677335102817, -34.78664332433879, 0.3033599764854542, -0.26294430617442743, -0.26294430617442743, 0.4459104641403549
30.576, -57.252, -33.868, -58.19449061455655, -34.369511760626935, 0.3295007591140012, -0.27194400892319337, -0.27194400892319337, 0.47454458991803106
30.776, -56.766, -33.442, -57.65147764936162, -33.96132205157533, 0.33228279660541304, -0.27796794107888534, -0.27796794107888534, 0.48116043516176876
30.977, -56.24, -32.975, -57.12424515913412, -33.55362158796152, 0.3364324795946606, -0.285792204925921, -0.285792204925921, 0.49067601918841625
31.177, -55.785, -32.455, -56.59303396440309, -33.12834558536072, 0.33828893253751663, -0.2890846074822205, -0.2890846074822205, 0.4941929574085246
31.377, -55.121, -32.13, -56.0835482542377, -32.70718944681297, 0.33636186113189737, -0.2889705013659885, -0.2889705013659885, 0.49304728019346455
31.577, -54.64, -31.673, -55.56955571333063, -32.27807119119247, 0.34201163625018227, -0.2941535890067799, -0.2941535890067799, 0.49412233314956316
31.777, -54.395, -31.186, -55.09707239573229, -31.85355245532433, 0.33939093546570903, -0.2943692731478764, -0.2943692731478764, 0.4888469483375967
31.978, -53.798, -30.952, -54.62280992499404, -31.43154920482965, 0.33896945308065374, -0.2917484775400309, -0.2917484775400309, 0.4828442200721926
32.178, -53.463, -30.461, -54.19846945900978, -31.05888520675289, 0.3360986564344666, -0.28972132133320977, -0.28972132133320977, 0.47124902049675943
32.378, -52.094, -30.092, -53.7277431107941, -30.71695581915777, 0.3283933607702018, -0.28111864087455296, -0.28111864087455296, 0.4584493390211921
32.778, -51.274, -29.487, -52.92607820153301, -30.096155661781264, 0.3174568043620236, -0.26803410418367457, -0.26803410418367457, 0.4291270209987361
33.179, -50.676, -28.937, -52.271808674540544, -29.573595465257437, 0.3034977854156009, -0.25193691078582936, -0.25193691078582936, 0.39778862245567476
33.379, -50.425, -28.651, -51.97248248217062, -29.341528597377142, 0.297539559071095, -0.24547566623552636, -0.24547566623552636, 0.38552557560286854
33.579, -50.146, -28.398, -51.65381594801861, -29.12272997539587, 0.2879981825678222, -0.23709414942457557, -0.23709414942457557, 0.3731102481920839
33.779, -49.94, -28.225, -51.38853661515263, -28.939309378620408, 0.2984634374593249, -0.22705561692863524, -0.22705561692863524, 0.37950774428423545
33.98, -49.644, -28.07, -51.1387083967847, -28.749836050332465, 0.2917993387727421, -0.22000078928054106, -0.22000078928054106, 0.36745700768179795
